quest_id,source_file,server_source_state,npc_id,trigger_action,actual_path,shown_page,client_visible_action,client_expected,evidence_source,audit_status,fix_status,unresolved_reason
1001,QUEST_Q1001.html,v7,203071,10002,v7 + NPC 203071 + 10002 -> v7 + page 1779,1779,1008,v7 + NPC 203071 + 1008 must have a compiled route,QUEST_Q1001.html#select3_2: 结束对话。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1001,QUEST_Q1001.html,v7,203071,39,v7 + NPC 203071 + 39 -> v7 + page 1779,1779,1008,v7 + NPC 203071 + 1008 must have a compiled route,QUEST_Q1001.html#select3_2: 结束对话。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,s0,203076,31,s0 + NPC 203076 + 31 -> s0 + page 1011,1011,1012,s0 + NPC 203076 + 1012 must have a compiled route,QUEST_Q1002.html#select1: 询问有什么事情。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,,,,no compiled transition emits this active client page,1012,10000,active client page must be emitted before its buttons can be used,QUEST_Q1002.html#select1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1002,QUEST_Q1002.html,s1,730007,31,s1 + NPC 730007 + 31 -> s1 + page 1352,1352,1353,s1 + NPC 730007 + 1353 must have a compiled route,QUEST_Q1002.html#select2: 接续听。,VERIFIED,NOT_NEEDED,
1002,QUEST_Q1002.html,s1,730007,1353,s1 + NPC 730007 + 1353 -> s1 + page 1353,1353,1354,s1 + NPC 730007 + 1354 must have a compiled route,QUEST_Q1002.html#select2_1: 询问方法。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,,,,no compiled transition emits this active client page,1354,10001,active client page must be emitted before its buttons can be used,QUEST_Q1002.html#select2_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1002,QUEST_Q1002.html,s5,730007,31,s5 + NPC 730007 + 31 -> s5 + page 1693,1693,1694,s5 + NPC 730007 + 1694 must have a compiled route,QUEST_Q1002.html#select3: 继续听。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,,,,no compiled transition emits this active client page,1694,10002,active client page must be emitted before its buttons can be used,QUEST_Q1002.html#select3_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1002,QUEST_Q1002.html,s6,730007,31,s6 + NPC 730007 + 31 -> s6 + page 2034,2034,39,s6 + NPC 730007 + 39 must have a compiled route,QUEST_Q1002.html#select4: 递给斧子。,VERIFIED,NOT_NEEDED,
1002,QUEST_Q1002.html,,,,no compiled transition emits this active client page,2035,10003,active client page must be emitted before its buttons can be used,QUEST_Q1002.html#select4_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1002,QUEST_Q1002.html,s12,730007,31,s12 + NPC 730007 + 31 -> s12 + page 2120,2120,2035,s12 + NPC 730007 + 2035 must have a compiled route,QUEST_Q1002.html#select4_2: 是达弥努吗,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,s6,730007,39,s6 + NPC 730007 + 39 -> s12 + page 2120,2120,2035,s12 + NPC 730007 + 2035 must have a compiled route,QUEST_Q1002.html#select4_2: 是达弥努吗,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,s6,730007,39,s6 + NPC 730007 + 39 -> s6 + page 2205,2205,1008,s6 + NPC 730007 + 1008 must have a compiled route,QUEST_Q1002.html#select4_3: 结束对话。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,s13,730008,31,s13 + NPC 730008 + 31 -> s13 + page 2375,2375,2376,s13 + NPC 730008 + 2376 must have a compiled route,QUEST_Q1002.html#select5: 我失去了记忆，想不起来了。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1002,QUEST_Q1002.html,,,,no compiled transition emits this active client page,2376,10004,active client page must be emitted before its buttons can be used,QUEST_Q1002.html#select5_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1002,QUEST_Q1002.html,s14,730008,31,s14 + NPC 730008 + 31 -> s14 + page 2461,2461,10005,s14 + NPC 730008 + 10005 must have a compiled route,QUEST_Q1002.html#select5_2: 结束对话。,VERIFIED,NOT_NEEDED,
1002,QUEST_Q1002.html,reward,203067,-1,reward + NPC 203067 + -1 -> reward + page 2716,2716,1009,reward + NPC 203067 + 1009 must have a compiled route,QUEST_Q1002.html#select6: 讲述和达弥努发生的事情。,VERIFIED,NOT_NEEDED,
1003,QUEST_Q1003.html,v0,203081,31,v0 + NPC 203081 + 31 -> v0 + page 1011,1011,1012,v0 + NPC 203081 + 1012 must have a compiled route,QUEST_Q1003.html#select1: 继续听。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1003,QUEST_Q1003.html,,,,no compiled transition emits this active client page,1012,10000,active client page must be emitted before its buttons can be used,QUEST_Q1003.html#select1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1003,QUEST_Q1003.html,v7,203081,31,v7 + NPC 203081 + 31 -> v7 + page 1352,1352,1353,v7 + NPC 203081 + 1353 must have a compiled route,QUEST_Q1003.html#select2: 在精炼奥德石吗?,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1003,QUEST_Q1003.html,,,,no compiled transition emits this active client page,1353,10001,active client page must be emitted before its buttons can be used,QUEST_Q1003.html#select2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1004,QUEST_Q1004.html,v0,203082,31,v0 + NPC 203082 + 31 -> v0 + page 1011,1011,1012,v0 + NPC 203082 + 1012 must have a compiled route,QUEST_Q1004.html#select1: 图尔辛克拉尔吗？,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1004,QUEST_Q1004.html,,,,no compiled transition emits this active client page,1012,1013,active client page must be emitted before its buttons can be used,QUEST_Q1004.html#select1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1004,QUEST_Q1004.html,v0,203082,1013,v0 + NPC 203082 + 1013 -> v0 + page 1013,1013,10000,v0 + NPC 203082 + 10000 must have a compiled route,QUEST_Q1004.html#select1_1_1: 结束对话。,VERIFIED,NOT_NEEDED,
1004,QUEST_Q1004.html,v2,790001,31,v2 + NPC 790001 + 31 -> v2 + page 1352,1352,1353,v2 + NPC 790001 + 1353 must have a compiled route,QUEST_Q1004.html#select2: 把溶液标本交给他，叙述事情的经过。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1004,QUEST_Q1004.html,,,,no compiled transition emits this active client page,1353,1354,active client page must be emitted before its buttons can be used,QUEST_Q1004.html#select2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1004,QUEST_Q1004.html,,,,no compiled transition emits this active client page,1354,10001,active client page must be emitted before its buttons can be used,QUEST_Q1004.html#select2_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1004,QUEST_Q1004.html,v3,790001,31,v3 + NPC 790001 + 31 -> v3 + page 1693,1693,39,v3 + NPC 790001 + 39 must have a compiled route,QUEST_Q1004.html#select3: 拿出彭克斯的孢子。,VERIFIED,NOT_NEEDED,
1004,QUEST_Q1004.html,v11,790001,31,v11 + NPC 790001 + 31 -> v11 + page 1694,1694,1695,v11 + NPC 790001 + 1695 must have a compiled route,QUEST_Q1004.html#select3_1: 等了很久。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1004,QUEST_Q1004.html,v3,790001,39,v3 + NPC 790001 + 39 -> v11 + page 1694,1694,1695,v11 + NPC 790001 + 1695 must have a compiled route,QUEST_Q1004.html#select3_1: 等了很久。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1004,QUEST_Q1004.html,,,,no compiled transition emits this active client page,1695,10002,active client page must be emitted before its buttons can be used,QUEST_Q1004.html#select3_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1004,QUEST_Q1004.html,v3,790001,39,v3 + NPC 790001 + 39 -> v3 + page 1779,1779,1008,v3 + NPC 790001 + 1008 must have a compiled route,QUEST_Q1004.html#select3_2: 结束对话。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1004,QUEST_Q1004.html,v5,203082,31,v5 + NPC 203082 + 31 -> v5 + page 2034,2034,10002,v5 + NPC 203082 + 10002 must have a compiled route,QUEST_Q1004.html#select4: 结束对话。,VERIFIED,NOT_NEEDED,
1005,QUEST_Q1005.html,v0,203067,31,v0 + NPC 203067 + 31 -> v0 + page 1011,1011,1012,v0 + NPC 203067 + 1012 must have a compiled route,QUEST_Q1005.html#select1: 我会尽最大的努力。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1005,QUEST_Q1005.html,,,,no compiled transition emits this active client page,1012,10000,active client page must be emitted before its buttons can be used,QUEST_Q1005.html#select1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1005,QUEST_Q1005.html,v1,203081,31,v1 + NPC 203081 + 31 -> v1 + page 1352,1352,1353,v1 + NPC 203081 + 1353 must have a compiled route,QUEST_Q1005.html#select2: 继续听。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1005,QUEST_Q1005.html,,,,no compiled transition emits this active client page,1353,10001,active client page must be emitted before its buttons can be used,QUEST_Q1005.html#select2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1005,QUEST_Q1005.html,v2,790001,31,v2 + NPC 790001 + 31 -> v2 + page 1693,1693,1694,v2 + NPC 790001 + 1694 must have a compiled route,QUEST_Q1005.html#select3: 讲述事情的来龙去脉。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1005,QUEST_Q1005.html,,,,no compiled transition emits this active client page,1694,10002,active client page must be emitted before its buttons can be used,QUEST_Q1005.html#select3_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1005,QUEST_Q1005.html,v3,203085,31,v3 + NPC 203085 + 31 -> v3 + page 2034,2034,10003,v3 + NPC 203085 + 10003 must have a compiled route,QUEST_Q1005.html#select4: 结束对话。,VERIFIED,NOT_NEEDED,
1005,QUEST_Q1005.html,v4,203086,31,v4 + NPC 203086 + 31 -> v4 + page 2375,2375,10004,v4 + NPC 203086 + 10004 must have a compiled route,QUEST_Q1005.html#select5: 结束对话。,VERIFIED,NOT_NEEDED,
1005,QUEST_Q1005.html,reward,203067,-1,reward + NPC 203067 + -1 -> reward + page 2716,2716,1009,reward + NPC 203067 + 1009 must have a compiled route,QUEST_Q1005.html#select6: 报告结果。,VERIFIED,NOT_NEEDED,
1006,QUEST_Q1006.html,s0,790001,31,s0 + NPC 790001 + 31 -> s0 + page 1011,1011,1012,s0 + NPC 790001 + 1012 must have a compiled route,QUEST_Q1006.html#select1: 梦见守卫在欧比斯战斗。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1012,1013,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1013,1014,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select1_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1014,10000,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select1_1_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s2,730008,31,s2 + NPC 730008 + 31 -> s2 + page 1352,1352,1353,s2 + NPC 730008 + 1353 must have a compiled route,QUEST_Q1006.html#select2: 递给药瓶。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1353,1354,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1354,10001,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select2_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s3,790001,31,s3 + NPC 790001 + 31 -> s3 + page 1693,1693,1694,s3 + NPC 790001 + 1694 must have a compiled route,QUEST_Q1006.html#select3: 转达达弥努的话。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1694,1695,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select3_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,1695,10002,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select3_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,31,s5 + NPC 790001 + 31 -> s5 + page 2034,2034,2035,s5 + NPC 790001 + 2035 must have a compiled route,QUEST_Q1006.html#select4: 继续听。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2035,10003,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select4_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 2375,2375,2376,s5 + NPC 790001 + 2376 must have a compiled route,QUEST_Q1006.html#select5: 我选择剑星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 2375,2375,2461,s5 + NPC 790001 + 2461 must have a compiled route,QUEST_Q1006.html#select5: 我选择守护星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2376,2377 10004,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select5_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2377,2376 2461,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select5_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2461,2462 10005,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select5_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2462,2376 2461,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select5_2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 2716,2716,2717,s5 + NPC 790001 + 2717 must have a compiled route,QUEST_Q1006.html#select6: 我选择杀星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 2716,2716,2802,s5 + NPC 790001 + 2802 must have a compiled route,QUEST_Q1006.html#select6: 我选择弓星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2717,2718 10006,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select6_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2718,2717 2802,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select6_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2802,2803 10007,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select6_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,2803,2717 2802,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select6_2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 3057,3057,3058,s5 + NPC 790001 + 3058 must have a compiled route,QUEST_Q1006.html#select7: 我选择魔道星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 3057,3057,3143,s5 + NPC 790001 + 3143 must have a compiled route,QUEST_Q1006.html#select7: 我选择精灵星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3058,3059 10008,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select7_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3059,3058 3143,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select7_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3143,3144 10009,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select7_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3144,3058 3143,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select7_2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 3398,3398,3399,s5 + NPC 790001 + 3399 must have a compiled route,QUEST_Q1006.html#select8: 我选择治愈星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 3398,3398,3484,s5 + NPC 790001 + 3484 must have a compiled route,QUEST_Q1006.html#select8: 我选择护法星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3399,3400 10010,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select8_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3400,3399 3484,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select8_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3484,3485 10011,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select8_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3485,3399 3484,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select8_2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 3739,3739,3740,s5 + NPC 790001 + 3740 must have a compiled route,QUEST_Q1006.html#select9: 我想选择枪炮星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 3739,3739,3825,s5 + NPC 790001 + 3825 must have a compiled route,QUEST_Q1006.html#select9: 我想选择机甲星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3740,3741 10012,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select9_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3741,3740 3825,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select9_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3825,3826 10014,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select9_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,3826,3740 3825,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select9_2_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,s5,790001,10003,s5 + NPC 790001 + 10003 -> s5 + page 4080,4080,4081,s5 + NPC 790001 + 4081 must have a compiled route,QUEST_Q1006.html#select10: 我选择吟游星之路。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,4081,4166 10013,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select10_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1006,QUEST_Q1006.html,,,,no compiled transition emits this active client page,4166,4081,active client page must be emitted before its buttons can be used,QUEST_Q1006.html#select10_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1007,QUEST_Q1007.html,started,790001,31,started + NPC 790001 + 31 -> started + page 1011,1011,1012,started + NPC 790001 + 1012 must have a compiled route,QUEST_Q1007.html#select1: 点头。,UNRESOLVED,UNRESOLVED,visible client action has no route; client does not prove its response page or state side effect
1007,QUEST_Q1007.html,,,,no compiled transition emits this active client page,1012,1013,active client page must be emitted before its buttons can be used,QUEST_Q1007.html#select1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1007,QUEST_Q1007.html,,,,no compiled transition emits this active client page,1013,1014 1019,active client page must be emitted before its buttons can be used,QUEST_Q1007.html#select1_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1007,QUEST_Q1007.html,,,,no compiled transition emits this active client page,1014,1008,active client page must be emitted before its buttons can be used,QUEST_Q1007.html#select1_1_1_1,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
1007,QUEST_Q1007.html,,,,no compiled transition emits this active client page,1019,10000,active client page must be emitted before its buttons can be used,QUEST_Q1007.html#select1_1_1_2,UNREACHED,UNRESOLVED,active page is absent from compiled IR responses; no current path identifies its NPC or state
